id,birth_month,birth_year,education_dad,education_mom,drug_use_score,flag_female,flag_black,flag_hispanic,flag_divorce,school_quality,year,CV_CENSUS_REGION,education,hours_worked_since02,wage,log_wage,fte_experience,flag_working,flag_married,num_children,fte_experience_sq,age
5646,4,1983,12,14,0,1,0,0,1,3,2011,3,19,11843,13.46,2.599722324216582,5.9215,1,1,1,35.06416225,28
5646,4,1983,12,14,0,1,0,0,1,3,2013,3,19,16169,14.42,2.668616131856803,8.0845,1,1,3,65.35914025000001,30
5646,4,1983,12,14,0,1,0,0,1,3,2015,3,19,20515,15.38,2.733067964077498,10.2575,1,0,3,105.21630625,32
5646,4,1983,12,14,0,1,0,0,1,3,2017,3,20,24715,16.83,2.8231630082027146,12.3575,1,0,3,152.70780625,34
5646,4,1983,12,14,0,1,0,0,1,3,2019,3,20,27675,16.83,2.8231630082027146,13.8375,1,0,0,191.47640625,36
5646,4,1983,12,14,0,1,0,0,1,3,2021,3,20,31755,13.26,2.5847519847577165,15.8775,1,0,0,252.09500624999998,38
5647,2,1982,12,15,0,1,0,0,0,2,2010,3,14,11822,10,2.302585092994046,5.911,1,1,2,34.939921,28
5647,2,1982,12,15,0,1,0,0,0,2,2011,3,14,13182,16.67,2.813610696762703,6.591,1,1,3,43.441281000000004,29
5647,2,1982,12,15,0,1,0,0,0,2,2013,3,14,15362,12.09,2.492378664626701,7.681,1,1,3,58.997761000000004,31
5647,2,1982,12,15,0,1,0,0,0,2,2015,3,14,18114,25,3.2188758248682006,9.057,1,1,3,82.02924900000001,33
